YOB,NKID,DEP,PHON,SINC,DAINC,DHVAL,DMORT,DOUTM,DOUTL,DOUTHP,DOUTCC,BAD,AES0,AES1,AES2,AES3,AES4,AES5,AES6,AES7,AES8,AES9,AES10,RES0,RES1,RES2,RES3,RES4
42.0,1.0,2.0,1,5040.0,27000.0,4928.0,54464.0,772.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64.0,0.0,0.0,1,0.0,27000.0,0.0,0.0,400.0,472.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31.0,2.0,0.0,1,0.0,31500.0,63392.0,50000.0,728.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61.0,1.0,0.0,1,0.0,31671.0,12928.0,928.0,540.0,316.0,0.0,120.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47.0,2.0,0.0,1,0.0,18000.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56.0,0.0,0.0,1,0.0,17700.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49.0,1.0,0.0,1,9600.0,22500.0,43392.0,4928.0,1440.0,0.0,0.0,160.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58.0,0.0,0.0,1,0.0,18000.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51.0,2.0,0.0,1,0.0,33000.0,46464.0,60000.0,428.0,132.0,504.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,0.0,0.0,1,0.0,4329.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
56.0,1.0,0.0,0,0.0,24464.0,56928.0,56928.0,1920.0,0.0,0.0,1200.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,10500.0,0.0,0.0,288.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64.0,0.0,0.0,0,0.0,16500.0,26464.0,26464.0,668.0,96.0,160.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52.0,2.0,0.0,1,0.0,25500.0,38464.0,0.0,768.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48.0,3.0,0.0,1,0.0,464.0,23392.0,2464.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,1,8000.0,24000.0,26464.0,0.0,680.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37.0,1.0,0.0,1,1300.0,31500.0,0.0,0.0,392.0,0.0,152.0,160.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53.0,3.0,0.0,1,0.0,34500.0,10928.0,14464.0,660.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38.0,0.0,2.0,1,0.0,10947.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
51.0,1.0,0.0,1,2000.0,36000.0,20928.0,34464.0,720.0,200.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55.0,3.0,0.0,1,0.0,24000.0,50464.0,30464.0,880.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56.0,3.0,0.0,1,0.0,55200.0,0.0,0.0,560.0,200.0,600.0,200.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52.0,3.0,0.0,1,0.0,19500.0,60000.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
65.0,0.0,0.0,1,0.0,10476.0,0.0,0.0,240.0,0.0,80.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50.0,2.0,0.0,0,0.0,39000.0,28928.0,42464.0,1000.0,240.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,0.0,0.0,1,1209.0,19761.0,0.0,0.0,340.0,52.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43.0,1.0,0.0,1,0.0,27000.0,0.0,0.0,360.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53.0,2.0,0.0,1,0.0,39132.0,60928.0,14464.0,760.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
64.0,0.0,0.0,1,0.0,9600.0,0.0,0.0,224.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
53.0,1.0,0.0,1,0.0,52500.0,24928.0,54464.0,1108.0,348.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
66.0,0.0,0.0,1,0.0,5700.0,0.0,0.0,356.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.0,0.0,0.0,1,8000.0,36000.0,11392.0,6588.0,184.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50.0,4.0,0.0,1,7000.0,30000.0,8928.0,64000.0,500.0,540.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51.0,0.0,0.0,1,0.0,9600.0,0.0,0.0,256.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37.0,3.0,0.0,1,22500.0,1964.0,21248.0,4.0,0.0,1600.0,0.0,2400.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56.0,0.0,0.0,1,0.0,30000.0,42464.0,16464.0,744.0,188.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27.0,0.0,0.0,1,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59.0,0.0,0.0,1,0.0,31500.0,58464.0,26464.0,640.0,0.0,0.0,200.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28.0,0.0,0.0,1,5200.0,0.0,43392.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,1.0,0.0,0,0.0,54000.0,3392.0,22928.0,1580.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48.0,2.0,0.0,1,4200.0,54000.0,43392.0,56000.0,0.0,0.0,1600.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58.0,0.0,0.0,1,0.0,43500.0,20928.0,0.0,800.0,0.0,0.0,280.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29.0,0.0,0.0,1,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
48.0,2.0,0.0,1,5500.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48.0,3.0,0.0,1,3000.0,22500.0,0.0,0.0,408.0,240.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
52.0,3.0,0.0,1,0.0,51900.0,0.0,0.0,1360.0,480.0,0.0,160.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
62.0,1.0,0.0,1,2356.0,27000.0,0.0,0.0,500.0,100.0,340.0,60.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
64.0,0.0,0.0,1,0.0,17250.0,0.0,0.0,336.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50.0,0.0,0.0,1,9473.0,36000.0,60928.0,32464.0,720.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30.0,0.0,0.0,1,0.0,6240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
66.0,0.0,0.0,1,0.0,14625.0,0.0,0.0,240.0,92.0,160.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
65.0,0.0,0.0,1,0.0,15054.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55.0,2.0,0.0,1,0.0,60000.0,8928.0,26464.0,800.0,0.0,356.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54.0,1.0,0.0,1,10000.0,6900.0,36928.0,6400.0,512.0,76.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38.0,0.0,0.0,1,0.0,32769.0,2464.0,0.0,0.0,160.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33.0,0.0,0.0,0,0.0,9464.0,10176.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,0.0,0.0,1,0.0,14400.0,8928.0,5440.0,272.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51.0,2.0,0.0,1,0.0,42600.0,4928.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41.0,3.0,0.0,1,1976.0,17940.0,0.0,0.0,496.0,124.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42.0,1.0,0.0,1,0.0,17100.0,0.0,0.0,352.0,432.0,0.0,80.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54.0,1.0,2.0,1,0.0,30000.0,38464.0,14400.0,212.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31.0,0.0,0.0,1,0.0,18750.0,0.0,0.0,0.0,212.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58.0,0.0,0.0,1,0.0,15300.0,0.0,0.0,480.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58.0,0.0,0.0,1,0.0,33600.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39.0,0.0,0.0,1,0.0,0.0,46464.0,26464.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40.0,0.0,0.0,1,0.0,48000.0,52320.0,28928.0,0.0,400.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57.0,2.0,0.0,1,0.0,31500.0,48928.0,54464.0,944.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40.0,1.0,0.0,1,6000.0,45000.0,11392.0,56000.0,408.0,216.0,0.0,200.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,2.0,0.0,1,0.0,54000.0,4928.0,28000.0,324.0,640.0,0.0,240.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.0,0.0,1,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
64.0,0.0,0.0,1,0.0,19500.0,0.0,0.0,400.0,344.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49.0,3.0,0.0,1,0.0,42000.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52.0,2.0,0.0,1,0.0,22500.0,34464.0,4.0,0.0,0.0,0.0,80.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57.0,0.0,0.0,1,8500.0,28200.0,46464.0,18464.0,644.0,240.0,520.0,20.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,5580.0,0.0,0.0,272.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
58.0,0.0,0.0,1,0.0,24464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67.0,0.0,0.0,1,0.0,12900.0,0.0,0.0,240.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56.0,0.0,0.0,1,0.0,24000.0,64000.0,0.0,400.0,0.0,0.0,120.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57.0,0.0,0.0,1,0.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40.0,0.0,0.0,1,8000.0,15000.0,24928.0,56000.0,416.0,384.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
68.0,0.0,0.0,1,0.0,5703.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
66.0,0.0,0.0,1,0.0,6600.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
64.0,0.0,0.0,1,0.0,17739.0,0.0,0.0,320.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
56.0,1.0,0.0,1,0.0,30000.0,8928.0,34464.0,848.0,0.0,128.0,96.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59.0,0.0,0.0,1,0.0,36000.0,52928.0,24928.0,1684.0,228.0,208.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57.0,0.0,0.0,1,8200.0,54000.0,8320.0,5856.0,2400.0,580.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52.0,4.0,0.0,1,0.0,48000.0,57856.0,28928.0,1296.0,280.0,0.0,200.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59.0,1.0,0.0,1,0.0,13500.0,46464.0,34464.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
52.0,1.0,0.0,1,11500.0,0.0,15392.0,60000.0,388.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64.0,0.0,0.0,0,7800.0,19800.0,30464.0,26464.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
45.0,1.0,1.0,1,0.0,18000.0,0.0,0.0,392.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,0.0,0.0,1,0.0,22500.0,0.0,0.0,320.0,320.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46.0,2.0,0.0,1,0.0,45000.0,28928.0,1928.0,1400.0,920.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68.0,0.0,0.0,1,0.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61.0,0.0,0.0,0,9100.0,38100.0,49464.0,48464.0,600.0,0.0,0.0,120.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27.0,0.0,0.0,1,3321.0,45000.0,9856.0,28000.0,320.0,608.0,100.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
63.0,1.0,0.0,1,12000.0,3000.0,6464.0,48000.0,440.0,0.0,208.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63.0,0.0,0.0,1,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67.0,0.0,0.0,1,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
66.0,0.0,0.0,1,0.0,16500.0,0.0,0.0,340.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40.0,0.0,0.0,0,0.0,60000.0,37856.0,34464.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,2.0,0.0,1,0.0,19500.0,48928.0,4800.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59.0,0.0,0.0,1,0.0,15300.0,0.0,0.0,400.0,0.0,0.0,40.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60.0,0.0,0.0,1,0.0,41700.0,0.0,0.0,440.0,600.0,0.0,400.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37.0,0.0,0.0,1,15000.0,0.0,3392.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,2.0,1.0,1,3000.0,18000.0,54464.0,56000.0,432.0,0.0,0.0,60.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
63.0,0.0,0.0,1,0.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
64.0,1.0,0.0,1,0.0,15000.0,57856.0,35392.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14.0,0.0,0.0,1,0.0,9900.0,54464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35.0,2.0,0.0,1,0.0,30000.0,54464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59.0,0.0,0.0,1,0.0,45000.0,30464.0,2464.0,508.0,0.0,40.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52.0,3.0,0.0,1,1040.0,31200.0,28464.0,0.0,612.0,196.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58.0,0.0,0.0,1,3600.0,17493.0,48928.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
55.0,0.0,0.0,1,0.0,18000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
55.0,2.0,0.0,1,0.0,45000.0,32928.0,928.0,1360.0,204.0,0.0,40.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55.0,2.0,0.0,1,1100.0,40950.0,8928.0,26464.0,744.0,0.0,120.0,80.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
63.0,0.0,0.0,1,0.0,5538.0,0.0,0.0,436.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48.0,0.0,0.0,1,0.0,29739.0,0.0,0.0,0.0,1048.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41.0,0.0,0.0,1,12000.0,18000.0,18464.0,40000.0,116.0,1128.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
65.0,0.0,0.0,1,0.0,13065.0,0.0,0.0,240.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49.0,4.0,0.0,1,0.0,25484.0,3392.0,8928.0,648.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15.0,0.0,0.0,1,0.0,27000.0,28928.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
57.0,1.0,0.0,1,0.0,54000.0,63392.0,8928.0,840.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,1,0.0,30000.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64.0,0.0,0.0,0,0.0,5862.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48.0,2.0,0.0,1,5000.0,60000.0,39104.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37.0,2.0,0.0,1,10000.0,60000.0,17856.0,42464.0,1480.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66.0,0.0,0.0,1,0.0,21600.0,0.0,0.0,400.0,60.0,0.0,28.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58.0,2.0,0.0,1,3750.0,24464.0,0.0,0.0,480.0,0.0,0.0,200.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
63.0,1.0,0.0,0,0.0,27000.0,0.0,0.0,320.0,152.0,0.0,40.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48.0,3.0,0.0,1,0.0,31887.0,18464.0,18464.0,732.0,80.0,232.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,0.0,56928.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
56.0,0.0,0.0,1,9000.0,8640.0,36928.0,30464.0,820.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
39.0,1.0,0.0,1,10000.0,52500.0,57856.0,60000.0,680.0,400.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,0.0,0.0,1,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
67.0,0.0,0.0,1,0.0,7200.0,0.0,0.0,380.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
51.0,0.0,0.0,1,5250.0,14628.0,0.0,0.0,280.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
54.0,2.0,0.0,1,3300.0,42000.0,8928.0,50464.0,848.0,0.0,0.0,80.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66.0,0.0,0.0,1,0.0,19500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45.0,0.0,0.0,0,0.0,22800.0,0.0,0.0,600.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36.0,0.0,0.0,1,0.0,15600.0,0.0,0.0,352.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8.0,0.0,0.0,1,10313.0,36855.0,48928.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,2.0,0.0,1,0.0,52500.0,3392.0,30464.0,716.0,808.0,260.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
63.0,0.0,0.0,1,10000.0,17160.0,46464.0,46464.0,820.0,120.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48.0,1.0,2.0,1,8512.0,26802.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57.0,0.0,0.0,1,0.0,21000.0,0.0,0.0,60.0,400.0,0.0,100.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49.0,2.0,0.0,1,0.0,46917.0,63392.0,34464.0,816.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46.0,2.0,0.0,1,20000.0,42000.0,28928.0,12000.0,240.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60.0,1.0,0.0,1,0.0,42000.0,52320.0,54464.0,1020.0,0.0,0.0,300.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44.0,1.0,0.0,1,16000.0,9696.0,28928.0,56000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56.0,0.0,0.0,1,0.0,18600.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
44.0,2.0,0.0,1,1600.0,30000.0,0.0,0.0,200.0,360.0,160.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54.0,3.0,0.0,1,0.0,21000.0,0.0,0.0,384.0,1040.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
