,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
935,0,9100,80719.0,86782.0,2,6,23.0,0.0,0.0,333.01158975,1.0,47.0,30.39545792
936,0,9100,50606.0,58822.0,1,6,11.0,0.0,0.0,89.644833421,0.0,22.0,36.302409222
937,1,9100,17218.0,36721.0,1,6,8.0,0.0,1.0,115.75209332,3.0,5.0,37.479410286
938,0,9100,43249.0,52946.0,2,5,20.0,1.0,1.0,228.39633986,1.0,18.0,35.181840743
939,0,9100,48797.0,67761.0,1,5,7.0,0.2545696877380046,3.0,116.97915477,3.0,11.0,37.79737881
940,1,9100,73760.81719955898,11550.0,2,6,8.922268135904508,0.0,0.0,51.933333333,1.0,3.0,33.779915348721225
941,1,9100,78369.0,92000.0,1,1,0.2,0.0,0.0,180.83333333,3.0,35.0,33.779915348721225
942,1,9100,28550.0,40300.0,2,6,5.0,0.0,0.0,109.53563552,7.0,33.0,23.082905342
943,0,9100,24721.0,34462.0,1,6,1.0,0.0,0.0,28.100520363,9.0,7.0,27.520682167
944,0,9100,62976.0,77829.0,2,5,0.0,0.0,2.0,131.19349603,0.0,23.0,26.090418913
945,0,9100,46406.0,56134.0,2,6,9.0,0.0,0.0,93.853460687,3.0,34.0,39.466330333
946,0,9100,73760.81719955898,74450.0,0,0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,23.942516508
947,0,9100,53764.0,56429.0,2,6,9.0,0.0,0.0,92.078978775,3.0,33.0,40.58208394
948,0,9100,78210.0,86558.0,1,5,8.0,0.0,0.0,92.111504281,0.0,23.0,28.167074697
949,0,9100,59430.0,76897.0,2,6,5.0,0.0,1.0,246.09510911,1.0,16.0,37.470923376
950,0,9100,47756.0,84022.0,2,6,18.0,0.0,0.0,206.79736096,1.0,17.0,32.391146387
951,0,9200,71994.0,95525.0,1,6,16.0,0.2545696877380046,0.4494423791821561,126.81643919,3.0,16.0,25.621930492
952,0,9200,92395.0,114494.0,2,4,24.0,0.0,0.0,130.3767882,1.0,11.0,39.112150358
953,0,9200,55643.0,75267.0,2,6,2.0,0.0,1.0,224.88223202,2.0,15.0,35.629354389
954,0,9200,19756.0,26140.0,1,6,0.0,1.0,0.0,0.4867114508,9.0,7.0,27.075256643
955,0,9200,46707.0,60000.0,1,5,4.0,0.0,0.0,192.8,2.0,17.0,33.779915348721225
956,1,9200,64900.0,78000.0,1,5,10.0,0.0,0.0,122.76666667,2.0,24.0,33.779915348721225
957,1,9200,70715.0,85000.0,1,4,26.0,0.0,0.0,143.06666667,2.0,23.0,33.779915348721225
958,0,9200,72859.0,88183.0,1,5,8.0,0.0,0.0,105.65520523,0.0,23.0,29.007207774
959,0,9200,52531.0,66491.0,1,5,11.0,0.0,0.0,122.22853426,1.0,19.0,32.657628893
960,0,9200,57375.0,69040.0,1,6,0.0,0.0,1.0,116.41879645,2.0,18.0,36.625629459
961,0,9200,48130.0,62358.0,1,6,15.0,0.0,4.0,219.65713104,0.0,36.0,27.617063425
962,0,9200,69657.0,89082.0,1,0,3.0,0.0,0.0,217.32115468,0.0,16.0,28.749890366
963,0,9300,79724.0,105493.0,1,5,2.0,0.0,0.0,63.43088731,2.0,23.0,39.38611808
964,0,9300,73252.0,100537.0,1,2,2.0,0.0,0.0,99.774527119,0.0,26.0,34.514635071
965,0,9300,30204.0,57036.0,0,6,30.0,0.0,0.0,235.49281298,0.0,19.0,23.137840556
966,0,9300,75425.0,109040.0,1,4,2.0,0.0,0.0,235.9462106,0.0,38.0,17.875259065
967,0,9300,73760.81719955898,57650.0,2,6,11.0,1.0,0.0,308.3394397,2.0,13.0,31.553835409
968,0,9300,63566.0,70551.0,1,2,14.0,0.0,0.0,138.33735213,0.0,19.0,42.48370297
969,0,9300,73760.81719955898,45906.0,2,6,8.922268135904508,0.2545696877380046,0.4494423791821561,92.821714236,1.1860550458715597,9.0,36.141276164
970,0,9300,79133.0,100033.0,1,6,3.0,0.0,0.0,102.16302743,2.0,31.0,40.794635454
971,0,9300,46466.0,57182.0,1,6,2.0,0.0,0.0,100.05186621,0.0,20.0,38.444317985
972,0,9300,59617.0,67709.0,2,6,4.0,0.0,1.0,243.8307278,1.0,16.0,35.968280746
973,0,9300,73760.81719955898,36793.0,2,6,8.922268135904508,0.2545696877380046,0.4494423791821561,304.52018936,1.1860550458715597,11.0,30.738813764
974,0,9300,58051.0,65334.0,1,5,6.0,0.2545696877380046,0.4494423791821561,113.2818573,1.1860550458715597,23.0,41.860039809
975,0,9300,39307.0,51680.0,1,4,8.0,0.0,0.0,196.0146349,0.0,23.0,30.731571704
976,1,9300,84900.0,105798.0,1,2,2.0,0.0,0.0,41.807204596,1.0,3.0,26.956697896
977,1,9300,78000.0,97700.0,1,5,12.0,0.0,2.0,88.5,4.0,29.0,33.779915348721225
978,1,9300,24000.0,37125.0,1,4,3.5,1.0,1.0,148.03333333,2.0,19.0,33.779915348721225
979,0,9300,21138.0,30700.0,1,6,3.0,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,33.779915348721225
980,0,9300,44026.0,70535.0,2,4,12.0,3.0,1.0,245.9,2.0,29.0,33.779915348721225
981,0,9300,73760.81719955898,55350.0,2,6,9.0,0.0,0.0,308.34033176,2.0,13.0,33.635525403
982,0,9300,81986.0,94513.0,1,6,2.0,3.0,0.0,179.76627518656667,0.0,4.0,31.89390379
983,0,9300,54088.0,66961.0,1,6,22.0,0.0,0.0,278.1604735,3.0,28.0,40.82354171
984,1,9300,38115.0,60493.0,1,6,14.0,0.0,0.0,91.932632264,0.0,18.0,29.633608474
985,0,9300,53772.0,71497.0,2,5,2.0,0.0,2.0,136.08002985,0.0,23.0,29.686670844
986,0,9300,73760.81719955898,44108.0,2,6,8.922268135904508,0.2545696877380046,0.4494423791821561,290.81807399,1.1860550458715597,12.0,29.743599964
987,0,9300,21979.0,39880.0,1,6,3.0,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,38.844089335
988,0,9300,106449.0,120066.0,1,6,18.0,0.0,1.0,189.91991824,1.0,15.0,37.086455086
989,0,9400,52371.0,55764.0,1,4,1.0,0.0,0.0,177.70280043,0.0,20.0,37.35868805
990,0,9400,49484.0,59137.0,1,6,10.0,0.0,0.0,102.27267659,0.0,22.0,37.269131082
991,0,9400,73760.81719955898,50575.0,2,6,8.922268135904508,0.2545696877380046,0.4494423791821561,99.06951832,1.1860550458715597,8.0,35.9078154
992,0,9400,57105.0,67061.0,2,6,6.0,0.0,0.0,129.50848379,0.0,34.0,35.734592764
993,1,9400,52024.0,89107.0,2,4,0.0,1.0,0.0,148.84473761,3.0,26.0,36.080031774
994,0,9400,85448.0,94101.0,1,6,2.0,0.0,0.0,104.11336317,2.0,32.0,39.54184797
995,0,9400,56508.0,78358.0,1,0,17.0,0.0,0.0,141.93115618,0.0,11.0,32.327495049
996,0,9400,81596.0,116738.0,2,4,28.0,0.0,0.0,338.62903535,1.0,38.0,34.169513676
997,0,9400,76989.0,88788.0,2,6,24.0,0.0,0.0,350.6390057,0.0,46.0,30.061371367
998,0,9400,57000.0,70000.0,1,6,4.0,0.0,0.0,179.56666667,2.0,17.0,33.779915348721225
999,0,9400,26700.0,40150.0,2,6,9.0,0.0,0.0,80.166666667,0.0,4.0,33.779915348721225
1000,0,9400,73760.81719955898,30455.0,2,4,18.0,0.0,0.0,194.61421604,0.0,16.0,39.000064863
1001,0,9400,61185.0,65302.0,1,6,1.0,0.0,2.0,117.17100444,2.0,18.0,35.611943876
1002,0,9400,109991.0,125146.0,1,3,7.0,0.0,1.0,171.67981114,0.0,18.0,34.813468594
1003,0,9400,122412.0,178547.0,1,6,7.0,0.0,0.0,226.08880709,0.0,19.0,35.463386978
1004,0,9400,61213.0,70800.0,2,6,5.0,0.0,0.0,75.862659733,3.0,20.0,39.403812388
1005,0,9400,53756.0,76077.0,2,4,12.0,2.0,0.0,244.11665292,2.0,29.0,33.374570631
1006,0,9400,81546.0,119128.0,2,4,30.0,0.0,0.0,328.17812369,2.0,38.0,34.150319383
1007,0,9400,86539.0,95010.0,1,6,0.0,4.0,0.0,179.76627518656667,0.0,3.0,29.815323588
1008,0,9400,71600.0,99682.0,1,6,16.0,0.2545696877380046,0.4494423791821561,159.03637066,4.0,16.0,25.607228233
1009,0,9400,77715.0,101258.0,1,5,2.0,0.0,0.0,65.876586717,1.0,23.0,38.108000987
1010,0,9400,52598.0,74747.0,1,5,6.0,0.2545696877380046,0.4494423791821561,129.34382449,1.1860550458715597,24.0,42.265466118
1011,0,9400,51505.0,84178.0,2,6,19.0,0.0,0.0,202.69796289,0.0,16.0,35.530613427
1012,0,9400,92340.0,125451.0,1,4,7.0,0.0,0.0,129.11372481,1.0,22.0,36.349974603
1013,0,9400,53244.0,62245.0,1,6,23.0,0.0,0.0,276.78774402,3.0,28.0,37.821851509
1014,0,9400,77410.0,116693.0,1,4,0.0,0.0,0.0,245.08365185,0.0,37.0,17.176900657
1015,0,9400,56675.0,66976.0,2,6,6.0,0.0,0.0,128.07164796,0.0,33.0,35.033371132
1016,0,9400,103973.0,119817.0,1,6,18.0,0.0,2.0,182.6166394,2.0,16.0,37.337977192
1017,1,9500,50400.0,63000.0,1,6,1.0,0.0,0.0,91.266666667,8.0,22.0,33.779915348721225
1018,1,9500,36114.0,45654.0,1,4,0.0,0.0,0.0,83.333291772,0.0,9.0,25.343478449
1019,0,9500,115186.0,131800.0,1,3,7.0,0.0,0.0,177.05003605,0.0,19.0,33.43055804
1020,0,9500,41541.0,57280.0,1,6,6.0,0.0,0.0,69.229369351,1.0,10.0,29.160127076
1021,0,9500,28750.0,42408.0,2,4,0.0,0.0,0.0,115.5749709,1.0,30.0,39.050394794
1022,0,9500,47019.0,59413.0,1,6,4.0,0.0,0.0,78.02555168,0.0,11.0,31.418132394
1023,0,9500,131394.0,162449.0,2,2,10.0,0.0,0.0,222.0095049,0.0,18.0,19.551242992
1024,0,9500,55862.0,62965.0,1,6,15.0,0.0,4.0,223.10391402,0.0,36.0,26.141178049
1025,0,9500,70000.0,85000.0,1,2,9.0,0.0,1.0,175.56666667,1.0,12.0,33.779915348721225
1026,0,9500,35019.0,52710.0,1,6,12.0,0.0,0.0,241.58177936,0.0,31.0,38.208667839
1027,0,9500,21900.0,35250.0,2,5,16.0,0.0,0.0,59.866666667,1.0,10.0,33.779915348721225
1028,0,9500,59494.0,75930.0,2,6,0.0,0.0,0.0,98.99850784,0.0,6.0,36.888436373
1029,0,9500,42699.0,57680.0,1,0,10.0,0.0,0.0,114.4929085,1.0,26.0,25.07515295
1030,0,9500,43210.0,59692.0,2,6,1.0,1.0,0.4494423791821561,103.08948312,1.1860550458715597,13.0,38.704985068
1031,0,9500,58185.0,64576.0,1,5,6.0,0.2545696877380046,4.0,127.8552645,1.0,11.0,38.298309125
1032,1,9500,54612.0,68759.0,2,6,9.0,0.0,0.0,89.102838608,0.0,19.0,31.353906936
1033,0,9500,79479.0,88772.0,1,2,8.0,0.0,0.0,189.58907467,0.0,12.0,37.95298991
1034,1,9500,73760.81719955898,40000.0,2,6,10.0,0.0,0.0,36.5,1.0,1.0,33.779915348721225
1035,0,9600,62405.0,69459.0,1,6,0.0,0.0,2.0,86.431831744,2.0,18.0,36.260331272
1036,0,9600,45158.0,55455.0,1,6,15.0,0.0,0.0,82.71313688,0.0,12.0,30.931517996
1037,0,9600,64758.0,63646.0,2,6,5.0,0.0,0.0,120.64455858,0.0,34.0,35.98492935
1038,0,9600,53277.0,60843.0,1,4,0.0,0.0,0.0,180.28406155,0.0,21.0,37.950787581
1039,0,9600,84333.0,201281.0,2,3,14.0,0.0,0.0,13.213057261,1.1860550458715597,7.0,17.825630936
1040,0,9600,70589.0,99384.0,2,6,0.0,0.0,1.0,176.4674623,0.0,31.0,34.234789575
1041,1,9600,42357.0,99756.0,2,4,4.0,1.0,4.0,354.65022495,0.0,30.0,36.525172928
1042,0,9600,73760.81719955898,68324.0,2,6,8.922268135904508,0.0,0.0,356.45017827,0.0,6.0,36.554268317
1043,0,9600,73000.0,99600.0,2,2,4.5,0.0,1.0,93.333333333,1.0,34.0,33.779915348721225
1044,0,9600,53196.0,63942.0,1,6,16.0,0.0,4.0,227.56368402,0.0,36.0,24.016769941
1045,0,9600,56224.0,60260.0,1,6,15.0,0.0,3.0,219.7420453,0.0,36.0,25.439463543
1046,0,9600,46683.0,61773.0,1,4,1.0,0.0,0.0,171.05844903,1.0,20.0,38.005289312
1047,0,9600,73760.81719955898,56900.0,0,0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,14.435238785
1048,1,9600,24680.0,43500.0,1,6,18.0,0.0,3.0,114.66666667,0.0,19.0,33.779915348721225
1049,0,9600,50655.0,59502.0,1,6,0.0,0.0,0.0,93.432844102,0.0,20.0,37.982353508
1050,0,9600,45240.0,60136.0,1,6,2.0,0.0,1.0,83.066750905,0.0,19.0,38.454300022
1051,0,9600,77359.0,101365.0,2,6,1.0,0.0,0.0,182.80351445,0.0,31.0,33.481910133
1052,0,9600,44553.0,48626.0,2,5,20.0,0.0,1.0,226.45215948,0.0,18.0,35.555922893
1053,0,9700,75566.0,92066.0,1,4,14.0,0.0,0.0,94.987922191,0.0,8.0,25.161183475
1054,0,9700,29094.0,51990.0,0,6,30.0,0.0,0.0,246.19523933,0.0,19.0,20.743364711
1055,0,9700,45907.0,57507.0,1,6,6.0,0.0,0.0,81.229448637,0.0,11.0,29.037574223
1056,0,9700,53527.0,58605.0,1,4,4.0,0.0,0.0,75.584542581,3.0,12.0,36.709538909
1057,0,9700,98232.0,117321.0,1,6,19.0,0.0,2.0,194.42471787,2.0,15.0,36.95089224
1058,0,9700,73760.81719955898,64644.0,2,6,8.922268135904508,0.0,0.0,368.07092408,0.0,6.0,36.573169598
1059,0,9700,21883.0,67432.0,2,4,24.0,0.0,0.0,308.99557574,1.0,12.0,41.414280651
1060,0,9700,84933.0,122520.0,1,4,10.0,0.0,0.0,141.43307599,1.0,23.0,36.795013963
1061,1,9700,55986.0,73000.0,1,6,2.5,0.0,1.0,207.16666667,2.0,29.0,33.779915348721225
1062,0,9700,108000.0,210000.0,2,2,2.3,0.0,0.0,124.83333333,1.0,15.0,33.779915348721225
1063,0,9700,5801.0,58305.0,2,6,8.0,2.0,1.0,352.96666667,1.0,22.0,33.779915348721225
1064,0,9700,59100.0,74986.0,2,4,14.0,0.0,0.0,244.53333333,1.0,32.0,33.779915348721225
1065,1,9700,53000.0,56000.0,1,4,2.0,0.0,0.0,75.033333333,5.0,18.0,33.779915348721225
1066,1,9700,73085.0,92000.0,1,6,8.0,0.0,3.0,173.5,0.0,34.0,33.779915348721225
1067,0,9700,39141.0,48905.0,1,6,13.0,0.0,0.0,89.83593974,0.0,11.0,32.4314097
1068,0,9700,44652.0,63232.0,1,6,9.0,0.0,0.0,102.16551363,0.0,22.0,37.034875874
1069,0,9700,59633.0,70398.0,2,6,4.0,0.0,0.0,239.03820584,1.0,16.0,38.867248989
1070,0,9700,63488.0,74374.0,1,4,5.0,0.0,0.0,106.58945227,2.0,15.0,26.896012771
1071,0,9700,8852.0,60599.0,2,6,7.0,2.0,1.0,359.1044913,1.0,21.0,16.87198276
1072,1,9700,32660.0,54536.0,1,4,0.0,0.0,0.0,156.4821057,0.0,13.0,67.32490355
1073,0,9700,73760.81719955898,54385.0,2,6,10.0,0.0,0.0,314.73283271,1.0,13.0,34.170403536
1074,0,9700,77394.0,86917.0,1,4,16.0,0.0,1.0,81.461400461,0.0,9.0,27.705856544
1075,1,9700,47000.0,82000.0,2,6,8.922268135904508,1.0,2.0,96.633333333,1.1860550458715597,8.0,33.779915348721225
1076,0,9800,54564.0,62109.0,1,5,10.0,0.0,0.0,124.02162504,0.0,19.0,32.565686372
1077,0,9800,15021.0,31900.0,1,6,6.0,0.0,0.0,276.73420174,0.0,11.0,22.291249185
1078,0,9800,136154.0,203815.0,1,2,1.0,0.0,0.0,70.853327642,2.0,23.0,35.8789883
1079,0,9800,79405.0,111563.0,1,4,0.0,0.0,0.0,240.94299363,1.0,38.0,19.332810029
1080,0,9800,58936.0,78078.0,1,0,19.0,0.0,0.0,152.14012571,0.0,11.0,32.188760518
1081,0,9800,74962.0,108730.0,2,2,4.0,0.0,1.0,76.392416053,1.0,33.0,37.32134756
1082,1,9800,36500.0,54000.0,2,6,17.0,0.0,1.0,105.66666667,5.0,19.0,33.779915348721225
1083,0,9800,81199.0,206201.0,2,3,12.0,0.0,0.0,2.8207855775,1.1860550458715597,7.0,21.28386768
1084,0,9800,49287.0,69831.0,1,5,2.0,0.0,0.0,182.99480622,2.0,16.0,29.713466905
1085,0,9800,62826.0,65912.0,2,6,6.0,0.0,0.0,132.75248959,0.0,34.0,37.588199542
1086,0,9800,49298.0,73426.0,2,4,9.0,3.0,1.0,242.38901624,1.0,29.0,34.690361253
1087,0,9800,69919.0,100267.0,1,6,16.0,0.2545696877380046,0.4494423791821561,130.8860074,3.0,15.0,26.835043413
1088,0,9800,32550.0,52554.0,1,6,12.0,0.0,0.0,229.51274114,1.0,32.0,37.923088094
1089,0,9800,54681.0,74097.0,1,6,2.0,0.0,1.0,106.88889374,3.0,18.0,36.618660862
1090,0,9800,53643.0,113161.0,1,2,5.0,0.0,1.0,230.30325656,0.0,9.0,23.773610404
1091,0,9800,80267.0,209931.0,2,3,14.0,0.0,0.0,0.5071145295,1.1860550458715597,8.0,19.969628699
1092,0,9800,78022.0,103466.0,1,5,1.0,0.0,0.0,83.835338491,2.0,24.0,37.434615355
1093,0,9800,73760.81719955898,45197.0,2,6,8.922268135904508,0.2545696877380046,0.4494423791821561,316.5253028,1.1860550458715597,11.0,29.646665996
1094,0,9800,52973.0,65481.0,2,6,10.0,0.0,0.0,101.47266767,2.0,33.0,36.878297002
1095,0,9800,55330.0,78154.0,2,5,2.0,0.0,1.0,122.70553687,0.0,23.0,28.896101856
1096,0,9800,54861.0,71138.0,2,6,4.0,0.0,0.0,258.33461797,2.0,16.0,36.035712866
1097,0,9800,56188.0,90143.0,2,6,17.0,0.0,0.0,171.41365835,0.0,29.0,25.621650412
1098,0,9800,79767.0,93525.0,1,6,0.0,4.0,0.0,179.76627518656667,0.0,4.0,31.290118994
1099,0,9800,63891.0,72980.0,1,2,7.0,0.0,0.0,32.41493353,2.0,24.0,39.37186986
1100,0,9800,47126.0,57365.0,1,6,0.0,0.0,1.0,91.141218712,0.0,19.0,38.657640295
1101,0,9800,55539.0,73560.0,1,4,4.0,0.0,0.0,85.900936244,1.0,14.0,26.331619061
1102,1,9900,37609.0,120186.0,1,6,8.922268135904508,0.0,0.0,176.36783901,3.0,30.0,53.178911112
1103,0,9900,60488.0,75507.0,2,6,3.0,0.0,0.0,239.43363997,1.0,17.0,38.473075274
1104,0,9900,35448.0,58056.0,1,6,11.0,0.0,0.0,229.5228444,1.0,31.0,37.297432095
1105,0,9900,79379.0,205346.0,2,3,14.0,0.0,0.0,20.214194867,1.1860550458715597,7.0,19.799427915
1106,0,9900,72674.0,89909.0,1,4,15.0,0.0,1.0,90.957899517,0.0,8.0,27.35463407
1107,1,9900,88236.0,104953.0,1,2,1.0,0.0,0.0,51.648705242,0.0,2.0,28.622632092
1108,0,9900,73804.0,97413.0,1,2,5.0,0.0,0.0,107.33302454,0.0,25.0,33.524879599
1109,0,9900,28432.0,36605.0,2,4,0.0,0.0,0.0,111.53162529,1.0,29.0,37.588195648
1110,0,9900,52800.0,66000.0,2,6,29.0,1.0,3.0,188.93333333,1.0,24.0,33.779915348721225
1111,0,9900,111000.0,134347.0,1,2,16.0,0.2545696877380046,1.0,180.63333333,1.0,33.0,33.779915348721225
1112,1,9900,21400.0,36600.0,1,3,2.0,0.0,0.0,154.2,2.0,26.0,33.779915348721225
1113,0,9900,8673.0,37244.0,1,6,4.0,0.0,0.0,256.68058385,0.0,12.0,24.496286322
1114,0,9900,117003.0,219783.0,2,2,1.0,0.0,0.0,130.76638619,0.0,14.0,25.622610897
1115,1,9900,71371.0,84865.0,1,5,0.0,2.0,0.0,94.805235749,0.0,12.0,38.211305102
1116,0,9900,55231.0,78708.0,1,4,4.0,0.0,0.0,85.801476116,2.0,15.0,24.594992574
1117,0,9900,47367.0,114837.0,1,2,4.0,0.0,0.0,210.43553362,0.0,10.0,25.042108535
1118,0,9900,108155.0,219936.0,2,2,2.0,0.0,0.0,126.93937738,1.0,15.0,27.992051659
1119,0,9900,74009.0,108371.0,1,4,1.0,0.0,0.0,246.09476485,0.0,36.0,17.257117147
1120,0,9900,82697.0,100689.0,1,2,3.0,0.0,0.0,133.36579062,0.0,26.0,33.591716314
1121,0,9900,47865.0,88105.0,2,6,18.0,0.0,0.0,203.02399137,0.0,17.0,34.553305392
1122,0,9900,84920.0,201713.0,2,3,13.0,0.0,0.0,3.0443841399,1.1860550458715597,8.0,21.05764132
1123,0,9900,54961.0,70609.0,1,5,6.0,0.2545696877380046,4.0,105.9346916,2.0,11.0,40.70254787
1124,0,9900,26427.0,87134.0,2,2,20.0,0.0,0.0,244.36524652,0.0,11.0,25.003965494
1125,1,9900,23767.0,39293.0,1,6,5.0,1.0,0.0,145.76577376,0.0,9.0,24.605128805
1126,0,9900,31244.0,44138.0,2,5,14.0,0.0,0.0,60.634469798,1.0,9.0,31.688134282
1127,0,9900,55342.0,72357.0,1,5,7.0,0.2545696877380046,3.0,111.99885488,1.0,11.0,39.870340357
1128,1,9900,59206.0,75690.0,2,4,6.0,0.0,2.0,288.39505854,1.0,19.0,30.776027864
1129,0,9900,83821.0,124527.0,2,4,30.0,0.0,0.0,319.65197133,1.0,37.0,35.769425427
1130,0,10000,63218.0,76500.0,1,4,5.0,2.0,3.0,183.66666667,3.0,30.0,33.779915348721225
1131,1,10000,48300.0,74600.0,0,6,14.0,0.0,1.0,179.1,2.0,31.0,33.779915348721225
1132,1,10000,34350.0,54146.0,1,6,3.0,0.0,0.0,144.42288892,0.0,18.0,31.539013395
1133,0,10000,75976.0,91000.0,1,6,10.5,0.0,0.0,171.46666667,5.0,22.0,33.779915348721225
1134,0,10000,68807.0,76581.0,2,4,14.0,0.0,0.0,237.6478941,0.0,32.0,42.335573512
1135,0,10000,73760.81719955898,56475.0,2,6,9.0,2.0,0.0,309.26449746,2.0,12.0,34.487188041
1136,0,10000,84580.0,118924.0,2,4,31.0,0.0,0.0,341.94497562,2.0,37.0,35.248897631
1137,0,10000,73760.81719955898,49266.0,0,0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,15.597290225
1138,0,10000,59828.0,72489.0,1,0,18.0,0.0,0.0,157.24366245,1.0,11.0,31.626821934
1139,1,10000,22000.0,41250.0,2,5,5.0,0.0,0.0,97.966666667,0.0,21.0,33.779915348721225
1140,1,10000,86000.0,111000.0,1,6,6.5,0.0,1.0,91.966666667,3.0,17.0,33.779915348721225
1141,1,10000,26197.0,46600.0,2,2,9.0,0.0,0.0,165.96666667,2.0,9.0,33.779915348721225
1142,1,10000,73760.81719955898,25010.0,2,3,5.0,0.0,3.0,326.13333333,4.0,17.0,33.779915348721225
1143,1,10000,20500.0,54600.0,2,3,15.0,0.0,0.0,160.33333333,2.0,11.0,33.779915348721225
1144,1,10000,73760.81719955898,,2,6,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,33.779915348721225
1145,1,10000,186000.0,225750.0,2,2,2.0,0.0,0.0,75.866666667,1.1860550458715597,5.0,33.779915348721225
1146,1,10000,28000.0,73250.0,2,6,2.0,0.0,0.0,28.966666667,4.0,12.0,33.779915348721225
1147,1,10000,57238.0,101500.0,1,2,10.0,0.0,0.0,106.83333333,0.0,36.0,33.779915348721225
1148,1,10000,31253.0,65450.0,1,6,21.0,0.0,0.0,172.03333333,0.0,16.0,33.779915348721225
1149,1,10000,27000.0,54300.0,2,6,0.3,0.0,1.0,91.133333333,0.0,6.0,33.779915348721225
1150,1,10000,53297.0,74925.0,2,6,14.0,0.0,1.0,88.533333333,2.0,15.0,33.779915348721225
1151,0,10000,7718.0,77750.0,1,6,8.0,0.0,0.0,261.8,0.0,14.0,33.779915348721225
1152,0,10000,63005.0,78500.0,1,6,3.0,0.2545696877380046,0.4494423791821561,171.76666667,1.1860550458715597,35.0,33.779915348721225
1153,0,10000,87579.0,105000.0,1,6,13.0,0.0,0.0,209.96666667,3.0,16.0,33.779915348721225
1154,0,10000,73760.81719955898,42497.0,2,5,6.0,0.2545696877380046,0.4494423791821561,165.43333333,1.1860550458715597,9.0,33.779915348721225
1155,0,10000,32000.0,59000.0,1,4,24.0,0.0,1.0,232.33333333,1.0,29.0,33.779915348721225
1156,0,10000,31000.0,58240.0,1,5,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,33.779915348721225
1157,0,10000,71000.0,97875.0,2,2,8.0,0.0,0.0,165.71489362,0.0,34.0,33.779915348721225
1158,0,10000,66000.0,89145.0,1,4,9.0,0.0,0.0,215.03333333,3.0,29.0,33.779915348721225
1159,0,10000,59764.0,77870.0,1,1,7.0,0.0,0.0,136.9,0.0,35.0,33.779915348721225
1160,0,10000,124000.0,192000.0,2,4,0.0,0.0,1.0,346.96666667,0.0,16.0,33.779915348721225
1161,0,10000,80000.0,107900.0,2,2,12.0,0.0,2.0,176.53333333,0.0,28.0,33.779915348721225
1162,0,10000,34767.0,51000.0,2,6,23.0,0.0,1.0,121.73333333,0.0,23.0,33.779915348721225
1163,0,10000,73760.81719955898,23400.0,2,0,28.0,0.0,0.0,206.96666667,1.0,5.0,33.779915348721225
1164,0,10000,57068.0,72000.0,0,6,12.0,0.0,0.0,257.7,0.0,27.0,33.779915348721225
1165,0,10000,22068.0,49600.0,2,6,0.9,0.0,0.0,247.56666667,0.0,11.0,33.779915348721225
1166,0,10000,131589.0,156000.0,2,2,5.0,0.0,1.0,419.03333333,1.0,43.0,33.779915348721225
1167,0,10000,147234.0,175300.0,2,4,6.0,0.0,0.0,192.76666667,1.0,56.0,33.779915348721225
1168,0,10000,48041.0,76050.0,2,6,3.0,0.0,2.0,185.7,0.0,13.0,33.779915348721225
1169,0,10000,78000.0,97400.0,2,2,1.0,0.0,0.0,72.033333333,1.0,20.0,33.779915348721225
1170,0,10000,64320.0,102375.0,1,4,10.0,0.0,0.0,148.16666667,1.0,13.0,33.779915348721225
1171,0,10000,96000.0,112200.0,0,4,16.0,1.0,0.0,258.73333333,0.0,16.0,33.779915348721225
1172,0,10000,88777.5,112014.0,1,2,13.0,0.0,0.0,182.63333333,2.0,18.0,33.779915348721225
1173,0,10000,10000.0,68250.0,1,2,20.0,0.0,2.0,398.8,1.0,12.0,33.779915348721225
1174,1,10000,42300.0,,1,5,11.0,1.0,0.0,31.4,3.0,5.0,33.779915348721225
1175,1,10000,5200.0,53095.0,2,6,5.0,3.0,3.0,234.33333333,3.0,17.0,33.779915348721225
1176,1,10000,19225.53,35500.0,2,4,5.0,0.0,2.0,186.0,1.0,10.0,33.779915348721225
1177,1,10000,62000.0,80000.0,1,6,5.0,0.2545696877380046,1.0,97.4,4.0,30.0,33.779915348721225
1178,1,10000,41741.0,56000.0,1,4,3.0,0.0,0.0,20.233333333,2.0,6.0,33.779915348721225
1179,1,10000,46946.0,65000.0,2,4,7.2,0.0,1.0,80.1,1.0,12.0,33.779915348721225
1180,1,10000,75000.0,103600.0,2,5,17.6,0.0,0.0,171.43333333,0.0,24.0,33.779915348721225
1181,1,10000,59929.0,,1,6,5.0,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,33.779915348721225
